"NAVDate","NAVPrice","NAVCurrency","AUMSize","AUMCurrency"
"24 août 2012","45,7900","EUR","69,1326M","EUR"
"23 août 2012","45,8500","EUR","69,2163M","EUR"
"22 août 2012","46,1300","EUR","69,6309M","EUR"
"21 août 2012","46,7600","EUR","70,5810M","EUR"
"20 août 2012","46,4900","EUR","70,1835M","EUR"
"17 août 2012","46,7800","EUR","70,6186M","EUR"
"16 août 2012","46,5900","EUR","70,3450M","EUR"
"14 août 2012","46,6200","EUR","70,3980M","EUR"
"13 août 2012","46,3300","EUR","69,9298M","EUR"
"10 août 2012","46,5400","EUR","70,2653M","EUR"
"09 août 2012","46,5400","EUR","70,2558M","EUR"
"08 août 2012","46,3700","EUR","70,0204M","EUR"
"07 août 2012","46,1600","EUR","69,9015M","EUR"
"06 août 2012","45,8400","EUR","69,4205M","EUR"
"03 août 2012","45,6500","EUR","69,1529M","EUR"
"02 août 2012","44,4800","EUR","67,3956M","EUR"
"01 août 2012","45,1300","EUR","68,6035M","EUR"
"31 juil. 2012","44,8000","EUR","68,1003M","EUR"
"30 juil. 2012","45,2700","EUR","68,9264M","EUR"
"27 juil. 2012","44,5900","EUR","67,8873M","EUR"
"26 juil. 2012","44,1300","EUR","67,1723M","EUR"
"25 juil. 2012","42,9800","EUR","65,3892M","EUR"
"24 juil. 2012","43,0600","EUR","65,5105M","EUR"
"23 juil. 2012","43,1700","EUR","67,1416M","EUR"
"20 juil. 2012","44,4500","EUR","69,1327M","EUR"
"19 juil. 2012","44,9400","EUR","69,9044M","EUR"
"18 juil. 2012","44,5100","EUR","69,2172M","EUR"
"17 juil. 2012","44,0600","EUR","68,5108M","EUR"
"16 juil. 2012","44,2900","EUR","68,8745M","EUR"
"13 juil. 2012","44,2400","EUR","68,8066M","EUR"
"12 juil. 2012","43,6600","EUR","67,8733M","EUR"
"11 juil. 2012","43,8000","EUR","68,0930M","EUR"
"10 juil. 2012","43,8300","EUR","68,1325M","EUR"
"09 juil. 2012","43,4700","EUR","67,5731M","EUR"
"06 juil. 2012","43,5700","EUR","66,7499M","EUR"
"05 juil. 2012","43,9900","EUR","67,3923M","EUR"
"04 juil. 2012","43,9800","EUR","67,3797M","EUR"
"03 juil. 2012","43,9900","EUR","67,4041M","EUR"
"02 juil. 2012","43,4400","EUR","66,5634M","EUR"
"29 juin 2012","42,7300","EUR","65,4779M","EUR"
"28 juin 2012","41,6700","EUR","63,8551M","EUR"
"27 juin 2012","41,8500","EUR","64,0831M","EUR"
"26 juin 2012","41,4500","EUR","63,4600M","EUR"
"25 juin 2012","41,3700","EUR","63,3393M","EUR"
"22 juin 2012","42,0700","EUR","64,4259M","EUR"
"21 juin 2012","42,5300","EUR","65,1210M","EUR"
"20 juin 2012","42,8300","EUR","65,5885M","EUR"
"19 juin 2012","42,5900","EUR","65,2197M","EUR"
"18 juin 2012","41,9700","EUR","64,7467M","EUR"
"15 juin 2012","41,9300","EUR","64,7400M","EUR"
"14 juin 2012","41,6000","EUR","64,2308M","EUR"
"13 juin 2012","41,8400","EUR","64,5837M","EUR"
"12 juin 2012","41,9100","EUR","64,6877M","EUR"
"11 juin 2012","41,7200","EUR","64,4085M","EUR"
"08 juin 2012","41,7400","EUR","64,4390M","EUR"
"07 juin 2012","41,9700","EUR","64,7855M","EUR"
"06 juin 2012","41,5100","EUR","64,0752M","EUR"
"05 juin 2012","40,4200","EUR","62,3525M","EUR"
"04 juin 2012","40,2800","EUR","62,1827M","EUR"
"01 juin 2012","40,5600","EUR","62,6068M","EUR"
"31 mai 2012","41,5400","EUR","64,1274M","EUR"
"30 mai 2012","41,5500","EUR","64,1185M","EUR"
"29 mai 2012","42,1700","EUR","65,0820M","EUR"
"25 mai 2012","41,7000","EUR","64,3160M","EUR"
"24 mai 2012","41,6900","EUR","64,2901M","EUR"
"23 mai 2012","41,3800","EUR","63,8309M","EUR"
"22 mai 2012","42,2300","EUR","65,1375M","EUR"
"21 mai 2012","41,4500","EUR","63,9355M","EUR"
"18 mai 2012","41,2400","EUR","63,6302M","EUR"
"16 mai 2012","42,2700","EUR","65,1875M","EUR"
"15 mai 2012","42,4200","EUR","65,4316M","EUR"
"14 mai 2012","42,6500","EUR","65,7571M","EUR"
"11 mai 2012","43,3100","EUR","66,7717M","EUR"
"10 mai 2012","43,1000","EUR","69,1428M","EUR"
"09 mai 2012","42,9800","EUR","68,9573M","EUR"
"08 mai 2012","43,0200","EUR","69,0289M","EUR"
"07 mai 2012","43,7600","EUR","70,2261M","EUR"
"04 mai 2012","43,5400","EUR","69,8684M","EUR"
"03 mai 2012","44,3400","EUR","71,1554M","EUR"
"02 mai 2012","44,3100","EUR","71,1031M","EUR"
"30 avr. 2012","44,1900","EUR","70,9997M","EUR"
"27 avr. 2012","44,4000","EUR","71,3382M","EUR"
"26 avr. 2012","44,1300","EUR","70,8999M","EUR"
"25 avr. 2012","44,0000","EUR","69,5114M","EUR"
"24 avr. 2012","43,4700","EUR","68,6710M","EUR"
"23 avr. 2012","43,0900","EUR","68,1267M","EUR"
"20 avr. 2012","44,0500","EUR","69,4008M","EUR"
"19 avr. 2012","43,7900","EUR","68,9998M","EUR"
"18 avr. 2012","43,9000","EUR","69,2285M","EUR"
"17 avr. 2012","43,9100","EUR","68,0278M","EUR"
"16 avr. 2012","43,1900","EUR","66,8961M","EUR"
"13 avr. 2012","42,9900","EUR","66,5888M","EUR"
"12 avr. 2012","43,4900","EUR","67,3483M","EUR"
"11 avr. 2012","42,8000","EUR","66,2938M","EUR"
"10 avr. 2012","42,4600","EUR","65,7778M","EUR"
"05 avr. 2012","43,5400","EUR","67,4589M","EUR"
"04 avr. 2012","43,4700","EUR","67,3403M","EUR"
"03 avr. 2012","44,4100","EUR","68,8011M","EUR"
"02 avr. 2012","44,7700","EUR","69,5062M","EUR"
"30 mars 2012","44,1000","EUR","69,4824M","EUR"
"29 mars 2012","43,7800","EUR","68,9911M","EUR"
"28 mars 2012","44,2500","EUR","69,7258M","EUR"
"27 mars 2012","44,5900","EUR","70,4149M","EUR"
"26 mars 2012","44,7600","EUR","70,6879M","EUR"
"23 mars 2012","44,2500","EUR","69,9006M","EUR"
"22 mars 2012","44,2700","EUR","69,9379M","EUR"
"21 mars 2012","44,7700","EUR","70,7021M","EUR"
"20 mars 2012","44,7100","EUR","70,6162M","EUR"
"19 mars 2012","45,2500","EUR","71,4598M","EUR"
"16 mars 2012","45,3800","EUR","71,6195M","EUR"
"15 mars 2012","45,1800","EUR","71,2941M","EUR"
"14 mars 2012","45,1600","EUR","71,2486M","EUR"
"13 mars 2012","45,0100","EUR","70,9812M","EUR"
"12 mars 2012","44,3000","EUR","69,8121M","EUR"
"09 mars 2012","44,4900","EUR","70,1082M","EUR"
"08 mars 2012","44,3600","EUR","69,9141M","EUR"
"07 mars 2012","43,5600","EUR","68,6600M","EUR"
"06 mars 2012","43,2700","EUR","68,2397M","EUR"
"05 mars 2012","44,4100","EUR","69,9841M","EUR"
"02 mars 2012","44,7700","EUR","70,5560M","EUR"
"01 mars 2012","44,7800","EUR","70,5513M","EUR"
"29 févr. 2012","44,3000","EUR","69,8065M","EUR"
"28 févr. 2012","44,3600","EUR","69,9115M","EUR"
"27 févr. 2012","44,3200","EUR","69,8043M","EUR"
"24 févr. 2012","44,4300","EUR","69,9979M","EUR"
"23 févr. 2012","44,2600","EUR","69,7209M","EUR"
"22 févr. 2012","44,3000","EUR","69,8672M","EUR"
"21 févr. 2012","44,4500","EUR","70,1076M","EUR"
"20 févr. 2012","44,6200","EUR","70,3766M","EUR"
"17 févr. 2012","44,3400","EUR","69,9218M","EUR"
"16 févr. 2012","44,1200","EUR","69,6024M","EUR"
"15 févr. 2012","44,1200","EUR","69,6095M","EUR"
"14 févr. 2012","43,7400","EUR","69,0857M","EUR"
"13 févr. 2012","43,7700","EUR","69,1012M","EUR"
"10 févr. 2012","43,4300","EUR","68,5665M","EUR"
"09 févr. 2012","43,7100","EUR","69,0151M","EUR"
"08 févr. 2012","43,5900","EUR","68,8402M","EUR"
"07 févr. 2012","43,7400","EUR","69,0782M","EUR"
"06 févr. 2012","43,8700","EUR","69,3271M","EUR"
"03 févr. 2012","43,8500","EUR","69,3125M","EUR"
"02 févr. 2012","43,1000","EUR","68,1200M","EUR"
"01 févr. 2012","42,9400","EUR","67,8694M","EUR"
"31 janv. 2012","42,3200","EUR","66,9257M","EUR"
"30 janv. 2012","42,0000","EUR","65,2753M","EUR"
"27 janv. 2012","42,4900","EUR","66,0547M","EUR"
"26 janv. 2012","42,8100","EUR","66,5593M","EUR"
"25 janv. 2012","42,4500","EUR","66,0010M","EUR"
"24 janv. 2012","42,4500","EUR","66,0099M","EUR"
"23 janv. 2012","42,5400","EUR","66,1419M","EUR"
"20 janv. 2012","42,3900","EUR","65,9260M","EUR"
"19 janv. 2012","42,4800","EUR","66,0608M","EUR"
"18 janv. 2012","42,0500","EUR","65,4247M","EUR"
"17 janv. 2012","42,0600","EUR","65,6384M","EUR"
"16 janv. 2012","41,7200","EUR","65,1209M","EUR"
"13 janv. 2012","41,3300","EUR","64,5110M","EUR"
"12 janv. 2012","41,4400","EUR","64,6441M","EUR"
"11 janv. 2012","41,3400","EUR","64,4922M","EUR"
"10 janv. 2012","41,3900","EUR","59,0940M","EUR"
"09 janv. 2012","40,7200","EUR","58,1368M","EUR"
"06 janv. 2012","40,8700","EUR","58,3656M","EUR"
"05 janv. 2012","40,7100","EUR","58,1422M","EUR"
"04 janv. 2012","41,0200","EUR","58,5990M","EUR"
"03 janv. 2012","41,0100","EUR","58,5992M","EUR"
"02 janv. 2012","40,4700","EUR","57,9270M","EUR"
"30 déc. 2011","40,1000","EUR","57,3929M","EUR"
"29 déc. 2011","39,7600","EUR","56,8639M","EUR"
"28 déc. 2011","39,4900","EUR","56,4856M","EUR"
"27 déc. 2011","39,7000","EUR","56,7927M","EUR"
"23 déc. 2011","39,7100","EUR","56,4105M","EUR"
"22 déc. 2011","39,4400","EUR","56,0270M","EUR"
"21 déc. 2011","39,1700","EUR","55,6400M","EUR"
"20 déc. 2011","39,3600","EUR","55,9076M","EUR"
"19 déc. 2011","38,6200","EUR","54,8658M","EUR"
"16 déc. 2011","38,6300","EUR","55,0469M","EUR"
"15 déc. 2011","38,7500","EUR","55,2269M","EUR"
"14 déc. 2011","38,4000","EUR","54,7239M","EUR"
"13 déc. 2011","39,1900","EUR","55,8145M","EUR"
"12 déc. 2011","38,9000","EUR","55,4026M","EUR"
"09 déc. 2011","39,5800","EUR","56,3665M","EUR"
"08 déc. 2011","39,1700","EUR","55,7810M","EUR"
"07 déc. 2011","39,7700","EUR","56,6424M","EUR"
"06 déc. 2011","39,8400","EUR","56,7514M","EUR"
"05 déc. 2011","39,9000","EUR","56,8436M","EUR"
"02 déc. 2011","39,6200","EUR","56,4542M","EUR"
"01 déc. 2011","39,3500","EUR","56,0631M","EUR"
"30 nov. 2011","39,5200","EUR","56,2169M","EUR"
"29 nov. 2011","38,1400","EUR","54,2486M","EUR"
"28 nov. 2011","37,8000","EUR","53,7670M","EUR"
"25 nov. 2011","36,4800","EUR","51,8397M","EUR"
"24 nov. 2011","36,3000","EUR","51,7165M","EUR"
"23 nov. 2011","36,3500","EUR","51,8007M","EUR"
"22 nov. 2011","36,8000","EUR","52,5431M","EUR"
"21 nov. 2011","37,0700","EUR","52,9375M","EUR"
"18 nov. 2011","38,1700","EUR","54,5087M","EUR"
"17 nov. 2011","38,5300","EUR","54,8965M","EUR"
"16 nov. 2011","39,0800","EUR","55,7132M","EUR"
"15 nov. 2011","39,0900","EUR","55,7277M","EUR"
"14 nov. 2011","39,2500","EUR","55,9497M","EUR"
"11 nov. 2011","39,7000","EUR","56,5599M","EUR"
"10 nov. 2011","38,7700","EUR","55,2290M","EUR"
"09 nov. 2011","39,0300","EUR","55,6130M","EUR"
"08 nov. 2011","39,6900","EUR","56,5588M","EUR"
"07 nov. 2011","39,3000","EUR","55,9898M","EUR"
"04 nov. 2011","39,4100","EUR","56,1536M","EUR"
"03 nov. 2011","39,7000","EUR","56,8890M","EUR"
"02 nov. 2011","38,8400","EUR","55,6655M","EUR"
"31 oct. 2011","39,6600","EUR","56,8515M","EUR"
"28 oct. 2011","40,4600","EUR","57,9848M","EUR"
"27 oct. 2011","40,4300","EUR","57,9488M","EUR"
"26 oct. 2011","39,2000","EUR","56,1223M","EUR"
"25 oct. 2011","38,9500","EUR","55,8359M","EUR"
"24 oct. 2011","39,2400","EUR","56,2638M","EUR"
"21 oct. 2011","38,6700","EUR","57,8134M","EUR"
"20 oct. 2011","37,8600","EUR","56,6015M","EUR"
"19 oct. 2011","38,4300","EUR","57,7090M","EUR"
"18 oct. 2011","38,1900","EUR","57,3699M","EUR"
"17 oct. 2011","38,2700","EUR","57,4953M","EUR"
"14 oct. 2011","38,7200","EUR","58,3173M","EUR"
"13 oct. 2011","38,3700","EUR","57,7755M","EUR"
"12 oct. 2011","38,6500","EUR","58,2042M","EUR"
"11 oct. 2011","38,2100","EUR","57,5539M","EUR"
"10 oct. 2011","38,3100","EUR","57,6971M","EUR"
"07 oct. 2011","37,6500","EUR","56,7633M","EUR"
"06 oct. 2011","37,3000","EUR","56,2759M","EUR"
"05 oct. 2011","36,3100","EUR","54,7898M","EUR"
"04 oct. 2011","35,4200","EUR","53,7674M","EUR"
"03 oct. 2011","36,4100","EUR","55,3158M","EUR"
"30 sept. 2011","36,8000","EUR","55,9216M","EUR"
"29 sept. 2011","37,1500","EUR","56,4927M","EUR"
"28 sept. 2011","37,0300","EUR","55,6324M","EUR"
"27 sept. 2011","37,4400","EUR","56,2155M","EUR"
"26 sept. 2011","35,9800","EUR","54,0324M","EUR"
"23 sept. 2011","35,4300","EUR","53,2286M","EUR"
"22 sept. 2011","35,4900","EUR","53,3017M","EUR"
"21 sept. 2011","37,0700","EUR","55,6972M","EUR"
"20 sept. 2011","37,6200","EUR","56,5555M","EUR"
"19 sept. 2011","37,0900","EUR","55,8576M","EUR"
"16 sept. 2011","37,9700","EUR","57,2393M","EUR"
"15 sept. 2011","37,6900","EUR","56,8205M","EUR"
"14 sept. 2011","37,0700","EUR","55,8545M","EUR"
"13 sept. 2011","36,4900","EUR","54,9874M","EUR"
"12 sept. 2011","36,2500","EUR","54,6433M","EUR"
"09 sept. 2011","37,1400","EUR","55,9774M","EUR"
"08 sept. 2011","37,9700","EUR","57,2345M","EUR"
"07 sept. 2011","37,6900","EUR","56,7854M","EUR"
"06 sept. 2011","36,4500","EUR","54,9342M","EUR"
"05 sept. 2011","36,7200","EUR","55,3460M","EUR"
"02 sept. 2011","38,2100","EUR","57,6448M","EUR"
"01 sept. 2011","39,0800","EUR","58,9538M","EUR"
"31 août 2011","38,8600","EUR","58,2476M","EUR"
"30 août 2011","37,8100","EUR","56,6757M","EUR"
"29 août 2011","37,3300","EUR","55,9612M","EUR"
"26 août 2011","37,0700","EUR","55,6097M","EUR"
"25 août 2011","37,3100","EUR","55,4874M","EUR"
"24 août 2011","37,7400","EUR","56,1304M","EUR"
"23 août 2011","37,1600","EUR","55,3087M","EUR"
"22 août 2011","36,8000","EUR","54,6326M","EUR"
"19 août 2011","36,5200","EUR","54,2844M","EUR"
"18 août 2011","37,1700","EUR","55,2463M","EUR"
"17 août 2011","39,0000","EUR","57,9687M","EUR"
"16 août 2011","38,8700","EUR","57,8051M","EUR"
"12 août 2011","39,0700","EUR","58,0888M","EUR"
"11 août 2011","37,5100","EUR","55,7784M","EUR"
"10 août 2011","36,6200","EUR","54,4307M","EUR"
"09 août 2011","37,8600","EUR","56,2750M","EUR"
"08 août 2011","36,9700","EUR","54,9803M","EUR"
"05 août 2011","38,8200","EUR","57,9411M","EUR"
"04 août 2011","39,3700","EUR","58,7829M","EUR"
"03 août 2011","41,0700","EUR","61,3382M","EUR"
"02 août 2011","41,9400","EUR","62,6651M","EUR"
"01 août 2011","43,0800","EUR","64,3754M","EUR"
"29 juil. 2011","43,6400","EUR","65,2130M","EUR"
"28 juil. 2011","43,7400","EUR","65,4317M","EUR"
"27 juil. 2011","44,0600","EUR","65,9964M","EUR"
"26 juil. 2011","44,6500","EUR","66,9032M","EUR"
"25 juil. 2011","44,7700","EUR","67,1008M","EUR"
"22 juil. 2011","44,7800","EUR","67,1608M","EUR"
"21 juil. 2011","44,6100","EUR","66,9128M","EUR"
"20 juil. 2011","44,1800","EUR","66,3114M","EUR"
"19 juil. 2011","43,6200","EUR","65,5041M","EUR"
"18 juil. 2011","43,2100","EUR","64,9036M","EUR"
"15 juil. 2011","44,0100","EUR","65,2787M","EUR"
"14 juil. 2011","44,1800","EUR","65,5430M","EUR"
"13 juil. 2011","44,5400","EUR","66,0785M","EUR"
"12 juil. 2011","44,1900","EUR","65,5848M","EUR"
"11 juil. 2011","44,4800","EUR","66,0498M","EUR"
"08 juil. 2011","45,1800","EUR","67,1116M","EUR"
"07 juil. 2011","45,5100","EUR","67,6257M","EUR"
"06 juil. 2011","45,3400","EUR","67,4007M","EUR"
"05 juil. 2011","45,5100","EUR","67,4966M","EUR"
"04 juil. 2011","45,5600","EUR","67,5824M","EUR"
"01 juil. 2011","45,4400","EUR","67,4059M","EUR"
"30 juin 2011","45,1600","EUR","66,9615M","EUR"
"29 juin 2011","44,6400","EUR","66,1961M","EUR"
"28 juin 2011","43,8500","EUR","65,0316M","EUR"
"27 juin 2011","43,5400","EUR","64,5286M","EUR"
"24 juin 2011","43,7200","EUR","62,0616M","EUR"
"22 juin 2011","44,4300","EUR","63,1150M","EUR"
"21 juin 2011","44,6200","EUR","63,3764M","EUR"
"20 juin 2011","43,8300","EUR","62,2621M","EUR"
"17 juin 2011","44,0500","EUR","62,6137M","EUR"
"16 juin 2011","43,9500","EUR","56,3599M","EUR"
"15 juin 2011","44,2600","EUR","56,8451M","EUR"
"14 juin 2011","44,7400","EUR","57,4198M","EUR"
"10 juin 2011","44,3500","EUR","56,9395M","EUR"
"09 juin 2011","44,9000","EUR","57,6852M","EUR"
"08 juin 2011","44,3800","EUR","57,0103M","EUR"
"07 juin 2011","44,7300","EUR","57,5638M","EUR"
"06 juin 2011","44,8200","EUR","56,9085M","EUR"
"03 juin 2011","44,7400","EUR","56,8827M","EUR"
"01 juin 2011","45,2200","EUR","57,4873M","EUR"
"31 mai 2011","45,6400","EUR","44,1971M","EUR"
"30 mai 2011","45,1300","EUR","43,7115M","EUR"
"27 mai 2011","45,1700","EUR","43,7746M","EUR"
"26 mai 2011","44,9400","EUR","43,5587M","EUR"
"25 mai 2011","44,9100","EUR","43,4884M","EUR"
"24 mai 2011","44,5500","EUR","43,4970M","EUR"
"23 mai 2011","44,3500","EUR","43,3310M","EUR"
"20 mai 2011","45,1200","EUR","43,8183M","EUR"
"19 mai 2011","45,0400","EUR","44,3493M","EUR"
"18 mai 2011","44,7400","EUR","44,0524M","EUR"
"17 mai 2011","44,6200","EUR","43,9311M","EUR"
"16 mai 2011","45,0700","EUR","44,3416M","EUR"
"13 mai 2011","45,1500","EUR","44,4243M","EUR"
"12 mai 2011","45,2800","EUR","44,5581M","EUR"
"11 mai 2011","45,5500","EUR","44,8248M","EUR"
"10 mai 2011","45,4300","EUR","44,6868M","EUR"
"09 mai 2011","45,0000","EUR","44,2617M","EUR"
"06 mai 2011","44,9100","EUR","44,1957M","EUR"
"05 mai 2011","44,3400","EUR","43,5951M","EUR"
"04 mai 2011","44,4400","EUR","43,7130M","EUR"
"03 mai 2011","45,0500","EUR","44,3046M","EUR"
"02 mai 2011","45,4000","EUR","44,4997M","EUR"
"29 avr. 2011","45,4000","EUR","44,4553M","EUR"
"28 avr. 2011","45,2800","EUR","43,9155M","EUR"
"27 avr. 2011","45,2900","EUR","43,9275M","EUR"
"26 avr. 2011","45,1600","EUR","43,8170M","EUR"
"21 avr. 2011","45,0300","EUR","43,7008M","EUR"
"20 avr. 2011","44,7000","EUR","43,3841M","EUR"
"19 avr. 2011","43,9400","EUR","42,7170M","EUR"
"18 avr. 2011","43,6800","EUR","42,4571M","EUR"
"15 avr. 2011","44,3900","EUR","43,1641M","EUR"
"14 avr. 2011","44,2500","EUR","42,7896M","EUR"
"13 avr. 2011","44,3600","EUR","42,9031M","EUR"
"12 avr. 2011","44,0100","EUR","42,5649M","EUR"
"11 avr. 2011","44,9100","EUR","43,4392M","EUR"
"08 avr. 2011","44,9600","EUR","43,4812M","EUR"
"07 avr. 2011","44,8200","EUR","43,3827M","EUR"
"06 avr. 2011","44,9000","EUR","43,4572M","EUR"
"05 avr. 2011","44,8500","EUR","43,4140M","EUR"
"04 avr. 2011","44,7900","EUR","43,3091M","EUR"
"01 avr. 2011","44,6800","EUR","43,1979M","EUR"
"31 mars 2011","43,8800","EUR","42,5611M","EUR"
"30 mars 2011","44,3100","EUR","42,9846M","EUR"
"29 mars 2011","44,0200","EUR","42,7165M","EUR"
"28 mars 2011","43,9000","EUR","42,6000M","EUR"
"25 mars 2011","43,8800","EUR","42,4179M","EUR"
"24 mars 2011","43,8000","EUR","42,3366M","EUR"
"23 mars 2011","43,4200","EUR","41,6495M","EUR"
"22 mars 2011","43,3000","EUR","41,4514M","EUR"
"21 mars 2011","43,4000","EUR","41,4994M","EUR"
"18 mars 2011","42,6500","EUR","39,9928M","EUR"
"17 mars 2011","42,4800","EUR","35,1203M","EUR"
"16 mars 2011","41,6000","EUR","34,4015M","EUR"
"15 mars 2011","42,2600","EUR","35,0104M","EUR"
"14 mars 2011","43,0700","EUR","35,7149M","EUR"
"11 mars 2011","43,4900","EUR","36,0634M","EUR"
"10 mars 2011","43,8700","EUR","36,3621M","EUR"
"09 mars 2011","44,5100","EUR","31,5590M","EUR"
"08 mars 2011","44,6200","EUR","31,6502M","EUR"
"07 mars 2011","44,5400","EUR","31,6000M","EUR"
"04 mars 2011","44,7000","EUR","31,6325M","EUR"
"03 mars 2011","44,9200","EUR","31,7250M","EUR"
"02 mars 2011","44,6600","EUR","31,5516M","EUR"
"01 mars 2011","44,8300","EUR","31,6785M","EUR"
"28 févr. 2011","45,1700","EUR","31,9003M","EUR"
"25 févr. 2011","44,9000","EUR","31,6355M","EUR"
"24 févr. 2011","44,2400","EUR","31,2385M","EUR"
"23 févr. 2011","44,4900","EUR","31,4344M","EUR"
"22 févr. 2011","45,0100","EUR","31,8036M","EUR"
"21 févr. 2011","45,3200","EUR","32,0211M","EUR"
"18 févr. 2011","45,9300","EUR","32,5009M","EUR"
"17 févr. 2011","46,0700","EUR","32,5964M","EUR"
"16 févr. 2011","46,0200","EUR","32,5407M","EUR"
"15 févr. 2011","45,8300","EUR","32,3477M","EUR"
"14 févr. 2011","45,8000","EUR","32,3494M","EUR"
"11 févr. 2011","45,4900","EUR","32,0170M","EUR"
"10 févr. 2011","45,2500","EUR","31,7593M","EUR"
"09 févr. 2011","45,3900","EUR","31,7794M","EUR"
"08 févr. 2011","45,5600","EUR","31,4854M","EUR"
"07 févr. 2011","45,5600","EUR","31,3900M","EUR"
"04 févr. 2011","45,0300","EUR","30,9842M","EUR"
"03 févr. 2011","44,7700","EUR","30,8024M","EUR"
"02 févr. 2011","44,6700","EUR","30,6567M","EUR"
"01 févr. 2011","44,6200","EUR","30,5969M","EUR"
"31 janv. 2011","44,0400","EUR","30,2016M","EUR"
"28 janv. 2011","44,1100","EUR","30,2538M","EUR"
"27 janv. 2011","44,5200","EUR","30,5387M","EUR"
"26 janv. 2011","44,3400","EUR","30,3506M","EUR"
"25 janv. 2011","43,8500","EUR","29,9844M","EUR"
"24 janv. 2011","44,1000","EUR","30,1210M","EUR"
"21 janv. 2011","44,1600","EUR","30,1090M","EUR"
"20 janv. 2011","44,0300","EUR","30,0289M","EUR"
"19 janv. 2011","44,5300","EUR","30,3747M","EUR"
"18 janv. 2011","45,1000","EUR","30,7657M","EUR"
"17 janv. 2011","44,7900","EUR","30,5601M","EUR"
"14 janv. 2011","44,7100","EUR","30,5137M","EUR"
"13 janv. 2011","44,8100","EUR","30,5917M","EUR"
"12 janv. 2011","44,9800","EUR","30,6835M","EUR"
"11 janv. 2011","44,3800","EUR","30,2659M","EUR"
"10 janv. 2011","43,6700","EUR","29,7878M","EUR"
"07 janv. 2011","44,0300","EUR","30,1311M","EUR"
"06 janv. 2011","44,0000","EUR","30,1255M","EUR"
"05 janv. 2011","43,8700","EUR","30,0264M","EUR"
"04 janv. 2011","43,8700","EUR","30,0266M","EUR"
"03 janv. 2011","43,5000","EUR","29,8181M","EUR"
"31 déc. 2010","43,2600","EUR","29,6609M","EUR"
"30 déc. 2010","43,4100","EUR","29,7728M","EUR"
"29 déc. 2010","43,9100","EUR","30,0891M","EUR"
"28 déc. 2010","43,6700","EUR","29,8689M","EUR"
"27 déc. 2010","43,5500","EUR","29,7925M","EUR"
"23 déc. 2010","43,9100","EUR","30,1370M","EUR"
"22 déc. 2010","43,8900","EUR","30,1239M","EUR"
"21 déc. 2010","43,8000","EUR","30,0688M","EUR"
"20 déc. 2010","43,4400","EUR","29,8337M","EUR"
"17 déc. 2010","43,1000","EUR","29,6079M","EUR"
"16 déc. 2010","43,1800","EUR","29,6970M","EUR"
"15 déc. 2010","42,9100","EUR","29,6147M","EUR"
"14 déc. 2010","43,0500","EUR","29,7170M","EUR"
"13 déc. 2010","42,9900","EUR","29,6363M","EUR"
"10 déc. 2010","42,9500","EUR","29,5874M","EUR"
"09 déc. 2010","43,0100","EUR","29,5723M","EUR"
"08 déc. 2010","42,8100","EUR","29,7760M","EUR"
"07 déc. 2010","42,5000","EUR","29,5466M","EUR"
"06 déc. 2010","41,8900","EUR","29,1434M","EUR"
"03 déc. 2010","41,6300","EUR","28,9677M","EUR"
"02 déc. 2010","41,7200","EUR","29,0390M","EUR"
"01 déc. 2010","41,0700","EUR","28,6605M","EUR"
"30 nov. 2010","40,2900","EUR","27,8047M","EUR"
"29 nov. 2010","40,4500","EUR","27,9247M","EUR"
"26 nov. 2010","41,1600","EUR","28,4263M","EUR"
"25 nov. 2010","41,3700","EUR","28,6061M","EUR"
"24 nov. 2010","41,1800","EUR","28,4800M","EUR"
"23 nov. 2010","40,7200","EUR","28,1645M","EUR"
"22 nov. 2010","41,4500","EUR","28,6613M","EUR"
"19 nov. 2010","41,7600","EUR","28,8886M","EUR"
"18 nov. 2010","42,0600","EUR","28,3592M","EUR"
"17 nov. 2010","41,2600","EUR","27,8213M","EUR"
"16 nov. 2010","41,0100","EUR","27,6528M","EUR"
"15 nov. 2010","42,0000","EUR","14,7425M","EUR"
"12 nov. 2010","41,7000","EUR","14,6812M","EUR"
"11 nov. 2010","41,8200","EUR","14,7316M","EUR"
